﻿objectid;insee;annee;sante_plaf;educ_plaf;revenu_plaf;idh2;nomcom;pop
771;78615;2013;0.74253666;0.67440323;0.65730099;0.69141363;Thiverval-Grignon;1095
874;91249;2013;0.66427736;0.67559531;0.66410824;0.66799364;Forges-les-Bains;3760
1036;93015;2013;0.6483863;0.52996481;0.60456721;0.59430611;Coubron;4713
1063;93073;2013;0.53633456;0.34617009;0.42158573;0.43469679;Tremblay-en-France;34614
1095;94055;2013;0.691798;0.48909677;0.62887908;0.60325795;Ormesson-sur-Marne;10016
1303;75104;2006;0.62388498;0.86685112;0.67670687;0.72248099;Paris 4e Arrondissement;29138
1323;77004;2006;;0.3701452;0.6084208;;Andrezel;317
1596;77286;2006;;0.53384825;0.59920304;;Meigneux;207
1637;77328;2006;0.664733;0.32934459;0.59356244;0.52921334;Nanteau-sur-Essonne;422
1675;77370;2006;0.63983348;0.33856321;0.47475263;0.48438311;Poligny;813
1774;77471;2006;0.49729749;0.37420009;0.5661544;0.47921733;Tousson;389
1856;78070;2006;0.51387364;0.38301313;0.66685677;0.52124784;Boinville-en-Mantois;290
1905;78202;2006;;0.32878759;0.59358785;;Drocourt;467
1919;78238;2006;0.49117359;0.31097576;0.53200898;0.44471945;Flins-sur-Seine;2375
1992;78406;2006;0.77137864;0.62257033;0.91983522;0.7712614;Milon-la-Chapelle;321
2078;78640;2006;0.66197648;0.52753063;0.61762007;0.60237572;Vélizy-Villacoublay;20030
2101;91035;2006;;0.38893583;0.52466461;;Authon-la-Plaine;345
2197;91363;2006;0.51879205;0.4793249;0.63912103;0.54574599;Marcoussis;7647
2199;91376;2006;0.73014963;0.43178184;0.58144436;0.58112528;Marolles-en-Hurepoix;4731
2244;91546;2006;0.72613823;0.45842181;0.64797734;0.61084579;Saint-Cyr-sous-Dourdan;992
2302;92025;2006;0.5237177;0.46716843;0.42443783;0.47177465;Colombes;82026
2382;94037;2006;0.5117154;0.43013658;0.37463678;0.43882959;Gentilly;17034
2425;95039;2006;0.58997159;0.45901097;0.58475507;0.54457921;Auvers-sur-Oise;6956
2551;95492;2006;;0.4398827;;;Le Plessis-Gassot;77
2675;77058;1999;0.4884118;0.67143761;0.60103285;0.58696076;Bussy-Saint-Georges;9205
2725;77112;1999;;0.25516473;0.51975222;;Chevrainvilliers;227
2829;77220;1999;;0.22784343;0.51876381;;Guercheville;232
2889;77280;1999;0.43660592;0.16090947;0.48398559;0.36050033;Mary-sur-Marne;1158
2911;77302;1999;0.51644611;0.26753773;0.50759136;0.43052507;Montcourt-Fromonville;2230
3099;77500;1999;0.09094496;0.23317856;0.43872619;0.25428324;Villebéon;406
3238;78290;1999;0.57035863;0.2069812;0.49426733;0.42386905;Guernes;826
3263;78346;1999;0.46261742;0.21641202;0.48530979;0.38811307;Longnes;1359
3270;78362;1999;0.50935652;0.12596845;0.37985818;0.33839439;Mantes-la-Ville;19258
3374;78623;1999;0.56788335;0.47666137;0.68543624;0.57666032;Le Tremblay-sur-Mauldre;813
3380;78644;1999;0.4365582;0.17210911;0.22035104;0.27633945;La Verrière;6052
3420;91099;1999;0.40697071;0.23415348;0.54530657;0.39547692;Boutigny-sur-Essonne;3000
3457;91207;1999;0.5634859;0.20382843;0.49016617;0.41916017;Égly;5320
3580;91665;1999;0.4488492;0.28107447;0.56390745;0.43127704;La Ville-du-Bois;5892
3789;95270;1999;0.63999314;0.16145983;0.51332548;0.43825949;Genainville;490
3804;95313;1999;0.52917901;0.39061569;0.58396942;0.50125471;L'Isle-Adam;11160
3897;95690;1999;;0.44477028;0.63965873;;Wy-dit-Joli-Village;307
127;77112;2013;0.0;0.46547801;0.5898287;0.3517689;Chevrainvilliers;221
146;77131;2013;0.44057153;0.25913196;0.37819827;0.35930059;Coulommiers;14725
203;77191;2013;0.46698746;0.41134018;0.56239162;0.48023975;Fontenailles;1076
235;77224;2013;0.31076223;0.24543255;0.55083703;0.3690106;Hautefeuille;324
505;77506;2013;0.45859843;0.4148827;0.55649669;0.47665927;Villemer;706
656;78324;2013;0.64918609;0.40094575;0.56123656;0.5371228;Jouy-Mauvoisin;556
870;91243;2013;0.86290258;0.61534457;0.63226646;0.70350454;Fontenay-lès-Briis;1921
916;91434;2013;0.62766407;0.4733651;0.5339315;0.54498689;Morsang-sur-Orge;21377
1155;95142;2013;0.35425613;0.42449853;0.51512811;0.43129426;Chars;2008
1192;95271;2013;0.11419136;0.4928827;0.63695118;0.41467508;Génicourt;498
1398;77082;2006;0.90863434;0.2808683;0.52802194;0.57250819;Champeaux;770
1576;77266;2006;0.55516741;0.2964828;0.54691259;0.4661876;Machault;685
1665;77359;2006;0.60772112;0.40888425;0.60169014;0.53943184;Perthes;2063
1680;77376;2006;;0.42626962;0.49826624;;Précy-sur-Marne;685
1704;77400;2006;0.56227044;0.34669159;0.5528065;0.48725618;Saint-Augustin;1627
1724;77420;2006;0.56111734;0.29920462;0.55318739;0.47116979;Saint-Mard;3625
1742;77439;2006;0.39010737;0.229468;0.45106363;0.35687967;Salins;997
2019;78478;2006;;0.44850788;0.54378476;;Paray-Douaville;224
2072;78618;2006;0.87957357;0.46711353;0.55408424;0.63359045;Tilly;489
2093;78686;2006;0.68454419;0.78685073;0.72661644;0.73267045;Viroflay;16064
2338;93030;2006;0.42390876;0.20645005;0.26408536;0.29814806;Dugny;10603
2446;95110;2006;;0.60599874;0.58594037;;Brignancourt;209
2635;77018;1999;0.67296109;0.52576097;0.46882309;0.55584838;Bailly-Romainvilliers;3395
2808;77198;1999;;0.28952731;0.46747244;;Fromont;157
2866;77257;1999;0.25775816;0.02348456;0.32723233;0.20282502;Lizy-sur-Ourcq;3377
2931;77322;1999;0.45614341;0.18891528;0.53838868;0.39448246;Moussy-le-Neuf;2386
2943;77336;1999;0.65674003;0.24120373;0.48484477;0.46092951;Neufmoutiers-en-Brie;856
3039;77437;1999;0.6509688;0.13882012;0.47085654;0.42021516;Saint-Soupplets;2890
3180;78133;1999;0.45528716;0.58511246;0.6872535;0.57588437;Chambourcy;5071
3364;78601;1999;0.49733377;0.37410314;0.58521463;0.48555051;Sonchamp;1485
3367;78608;1999;;0.14662757;;;Le Tertre-Saint-Denis;101
3408;91067;1999;;0.00563952;;;Blandy;106
3481;91294;1999;0.60430602;0.2563096;0.4946019;0.45173917;Guillerval;708
3522;91469;1999;0.60911836;0.34350879;0.56111236;0.50457984;Ormoy-la-Rivière;943
3527;91482;1999;0.38478009;0.3542645;0.61989245;0.45297901;Pecqueuse;587
3536;91525;1999;0.64824702;0.38687881;0.57754348;0.53755644;Roinville;888
3538;91533;1999;0.45433463;0.1866624;0.44679381;0.36259695;Saclas;1662
3600;92024;1999;0.43266642;0.31673753;0.29760235;0.3490021;Clichy;50237
3603;92032;1999;0.55576118;0.55624137;0.61419585;0.57539947;Fontenay-aux-Roses;23547
3611;92048;1999;0.575425;0.52552119;0.62145833;0.57413484;Meudon;43694
3678;94028;1999;0.52319489;0.36728338;0.41238807;0.43428878;Créteil;81786
3691;94053;1999;0.52758894;0.39856228;0.61224595;0.51279906;Noiseau;3970
3782;95253;1999;0.62958723;0.47721426;0.66580194;0.59086781;Frémainville;477
3829;95427;1999;0.44969691;0.23547031;0.39272108;0.3592961;Montmagny;13085
63;77044;2013;0.45021104;0.35003226;0.57424492;0.45816274;Bombon;860
100;77083;2013;0.62259807;0.55660557;0.47847017;0.55255794;Champs-sur-Marne;24913
214;77202;2013;0.70439368;0.54586804;0.53770214;0.59598795;La Genevraye;665
300;77289;2013;0.98150207;0.36323607;0.46338929;0.60270914;Melz-sur-Seine;363
355;77347;2013;0.4262413;0.28657185;0.48117659;0.39799658;Les Ormes-sur-Voulzie;856
398;77393;2013;0.45498353;0.32338123;0.52283393;0.4337329;Rozay-en-Brie;2863
422;77417;2013;0.37593016;0.44115396;0.47863622;0.43190678;Saint-Léger;230
635;78278;2013;0.75286571;0.6153915;0.74355478;0.70393733;Goupillières;512
752;78561;2013;0.64007568;0.85143842;0.78872021;0.7600781;Saint-Lambert;444
880;91286;2013;0.50697321;0.27302786;0.03224925;0.27075011;Grigny;27716
919;91457;2013;0.78926199;0.5651173;0.63008188;0.66148706;La Norville;4107
1185;95254;2013;0.71318258;0.56207185;0.63520936;0.63682126;Frémécourt;554
1269;95572;2013;0.56837456;0.4633739;0.39524726;0.47566524;Saint-Ouen-l'Aumône;23702
1336;77018;2006;0.46487466;0.63347183;0.49112504;0.52982384;Bailly-Romainvilliers;5421
1354;77036;2006;;0.18610424;;;Boisdon;82
1431;77117;2006;0.67650772;0.22503445;0.42135742;0.44096653;Citry;746
2427;95042;2006;0.71445283;0.39182416;0.62274799;0.57634166;Baillet-en-France;1815
2440;95078;2006;0.57660207;0.48595354;0.59859854;0.55371805;Boissy-l'Aillerie;1750
2622;77004;1999;;0.2908514;0.52744319;;Andrezel;365
2813;77203;1999;0.51910652;0.31566307;0.60069622;0.47848861;Germigny-l'Évêque;1360
3143;78031;1999;0.54220789;0.25579942;0.59757429;0.46519387;Auffreville-Brasseuil;586
3443;91161;1999;0.60459155;0.37489964;0.53387205;0.50445441;Chilly-Mazarin;17731
3597;92020;1999;0.52257785;0.47149;0.5936925;0.52925345;Châtillon;28592
3620;92072;1999;0.54577202;0.65845113;0.6791576;0.62779358;Sèvres;22555
3815;95365;1999;0.36056299;0.29756771;0.57244426;0.41019165;Mareil-en-France;498
19;75119;2013;0.60549188;0.63385191;0.3680228;0.53578886;Paris 19e Arrondissement;185953
166;77151;2013;0.45919315;0.28952786;0.50853303;0.41908468;Dagny;333
245;77234;2013;0.24391409;0.6046305;0.60871841;0.48575433;Jablines;683
461;77457;2013;0.4846329;0.45353226;0.57386774;0.50401097;Solers;1261
612;78224;2013;0.8608582;0.93616569;0.88590347;0.89430912;L'Étang-la-Ville;4745
714;78465;2013;0.59495205;0.49620674;0.64596082;0.57903987;Orgerus;2325
741;78530;2013;0.76399686;0.57741349;0.61102696;0.65081244;Rosay;372
940;91533;2013;0.62989288;0.40078592;0.5079011;0.51285997;Saclas;1790
960;91589;2013;0.66450175;0.52459677;0.56219927;0.58376593;Savigny-sur-Orge;37206
1186;95256;2013;0.61689638;0.57106012;0.60328925;0.59708192;Frépillon;3016
1210;95331;2013;0.34381619;0.65982405;0.61394421;0.53919482;Lassy;178
1275;95592;2013;0.69464296;0.53937977;0.6038501;0.61262427;Seraincourt;1306
1353;77035;2006;0.78971568;0.34963555;0.46342927;0.53426017;Blennes;541
1534;77224;2006;;0.25088111;0.54654142;;Hautefeuille;312
1537;77227;2006;0.52629359;0.21299965;0.44871823;0.39600383;Hermé;564
1717;77413;2006;0.52607594;0.36678897;0.56973618;0.4875337;Saint-Germain-sur-Morin;3281
1853;78057;2006;0.57138875;0.32771788;0.50492476;0.46801047;Bennecourt;1763
1917;78236;2006;0.83845588;0.54296858;0.58662214;0.65601553;Flexanville;571
1980;78383;2006;0.63932883;0.55455258;0.58053587;0.59147243;Maurepas;18705
1987;78398;2006;0.63693567;0.70300562;0.75639698;0.69877942;Les Mesnuls;879
2060;78586;2006;0.57677882;0.36212902;0.459097;0.46600161;Sartrouville;51600
2106;91045;2006;0.51654906;0.26045059;0.52779492;0.43493152;Ballancourt-sur-Essonne;7123
2263;91602;2006;;0.36056347;0.59104108;;Souzy-la-Briche;384
2436;95060;2006;0.64006062;0.41402672;0.52097253;0.52501996;Bessancourt;7281
2663;77046;1999;0.65637229;0.21517297;0.48482594;0.45212373;Boulancourt;325
2987;77384;1999;0.27474337;0.14519004;0.52463065;0.31485468;Réau;704
2989;77386;1999;0.48857577;0.49457173;0.55950595;0.51421782;Recloses;599
3116;77519;1999;0.19418658;0.03557586;0.31090425;0.18022223;Villiers-Saint-Georges;1030
3141;78029;1999;0.44681888;0.13678988;0.42188882;0.33516586;Aubergenville;11675
3184;78146;1999;0.59038169;0.58819462;0.68230232;0.62029288;Chatou;28582
3280;78384;1999;0.45023464;0.52806743;0.72941605;0.56923937;Médan;1393
3282;78389;1999;0.45168398;0.47650741;0.64021182;0.52280107;Méré;1674
3484;91318;1999;0.66944514;0.36520282;0.58286331;0.53917042;Janville-sur-Juine;1788
3576;91657;1999;0.49530618;0.13204402;0.39349648;0.34028222;Vigneux-sur-Seine;25663
3582;91667;1999;0.46363256;0.43508532;0.63765086;0.51212291;Villemoisson-sur-Orge;6872
3758;95154;1999;;0.14173998;0.44093922;;Chennevières-lès-Louvres;218
3865;95563;1999;0.51531774;0.38944697;0.60438272;0.50304915;Saint-Leu-la-Forêt;15152
22;77002;2013;0.55008252;0.309;0.50207695;0.45371982;Amillis;813
110;77094;2013;0.57120857;0.54223167;0.58918554;0.56754193;Charmentray;260
410;77405;2013;0.59751774;0.40690469;0.51554439;0.50665561;Saint-Cyr-sur-Morin;1926
551;78049;2013;0.72354244;0.70450587;0.72368461;0.7172443;Bazemont;1519
619;78237;2013;0.50289021;0.59465689;0.56109202;0.55287971;Flins-Neuve-Église;162
622;78242;2013;0.76559726;0.67806158;0.57315988;0.67227291;Fontenay-le-Fleury;13086
684;78389;2013;0.80146083;0.70509091;0.74327098;0.7499409;Méré;1690
742;78531;2013;0.63265656;0.39716862;0.48895089;0.50625869;Rosny-sur-Seine;5766
745;78545;2013;0.66366025;0.61606891;0.55245259;0.61072725;Saint-Cyr-l'École;18089
871;91244;2013;0.67080254;0.59368475;0.6012433;0.6219102;Fontenay-le-Vicomte;1280
948;91552;2013;0.56536587;0.37844282;0.51016242;0.48465703;Saint-Germain-lès-Arpajon;9624
986;91679;2013;0.75309341;0.73504399;0.74078192;0.74297311;Villiers-le-Bâcle;1237
1055;93061;2013;0.56537314;0.53878592;0.36575263;0.48997057;Le Pré-Saint-Gervais;17908
1060;93070;2013;0.55086831;0.4600132;0.27095599;0.42727917;Saint-Ouen;47534
1090;94047;2013;0.57346513;0.53298974;0.63405952;0.58017146;Mandres-les-Roses;4431
1472;77158;2006;0.37255543;0.26587288;0.42190018;0.35344283;Diant;206
1732;77429;2006;0.70579241;0.33279084;0.48112554;0.5065696;Saint-Ouen-sur-Morin;576
1767;77464;2006;0.61203239;0.41624528;0.54015411;0.52281059;Thorigny-sur-Marne;9329
1839;78013;2006;0.51451923;0.56306979;0.6455602;0.57438307;Andelu;461
1958;78329;2006;0.470298;0.52289774;0.60588704;0.53302759;Lainville-en-Vexin;793
1977;78380;2006;0.49270485;0.51621497;0.62792809;0.54561597;Maule;5895
2148;91180;2006;;0.42521993;0.5741111;;Courances;348
2331;93008;2006;0.44204123;0.18285879;0.12882692;0.25124231;Bobigny;47806
2393;94054;2006;0.49562772;0.21654972;0.32453457;0.34557067;Orly;21197
2424;95028;2006;0.69297273;0.45929038;0.58253272;0.57826528;Attainville;1808
2433;95056;2006;0.52129414;0.37648458;0.55932945;0.48570273;Belloy-en-France;1784
2520;95379;2006;;0.56135882;0.67864867;;Maudétour-en-Vexin;195
3182;78140;1999;0.7699958;0.46604638;0.66060083;0.63221434;Chapet;1123
3296;78416;1999;0.10942142;0.30584437;0.46036371;0.2918765;Montalet-le-Bois;290
3450;91186;1999;;0.43659999;0.62868341;;Courson-Monteloup;585
3542;91544;1999;0.46834361;0.35797186;0.54273146;0.45634898;Saint-Cyr-la-Rivière;428
3556;91581;1999;0.55800703;0.40584416;0.63203094;0.53196071;Saint-Yon;811
3575;91654;1999;0.50307362;0.36439128;0.57483941;0.4807681;Videlles;561
3619;92071;1999;0.60797875;0.7577878;0.76326954;0.7096787;Sceaux;19398
3738;95074;1999;0.54450624;0.42837062;0.6499036;0.54092682;Boisemont;687
3774;95213;1999;0.43235891;0.4211433;0.67371646;0.50907289;Épiais-Rhus;636
3794;95287;1999;0.42764652;0.37955156;0.63511189;0.48076999;Grisy-les-Plâtres;556
3827;95424;1999;0.49006035;0.18739269;0.40561917;0.36102407;Montigny-lès-Cormeilles;17178
37;77018;2013;0.63167501;0.71132258;0.56075463;0.63458407;Bailly-Romainvilliers;7368
244;77233;2013;0.68460338;0.41213783;0.49732262;0.53135461;Iverny;576
336;77326;2013;0.60607365;0.49362463;0.4954425;0.53171359;Nandy;5867
381;77376;2013;0.47298898;0.53629326;0.56884738;0.5260432;Précy-sur-Marne;811
477;77473;2013;0.51052911;0.41400733;0.5689425;0.49782631;Treuzy-Levelay;455
585;78143;2013;0.75075157;0.8856217;0.78904888;0.80847405;Châteaufort;1388
812;91075;2013;0.663;0.45889003;;;Bois-Herpin;76
850;91182;2013;0.64979716;0.5286305;0.35187835;0.510102;Courcouronnes;13466
886;91318;2013;0.64804328;0.60555572;0.64411947;0.63257282;Janville-sur-Juine;1964
1189;95259;2013;0.40701994;0.5376349;;;Gadancourt;86
1200;95301;2013;0.60782606;0.53029032;0.60907416;0.58239685;Haute-Isle;301
1406;77090;2006;;0.23694168;0.44559832;;La Chapelle-Saint-Sulpice;188
1475;77162;2006;0.47617225;0.25217862;0.45275627;0.39370238;Doue;999
1488;77176;2006;0.60777753;0.2821173;0.47985025;0.45658169;Faremoutiers;2386
1570;77260;2006;0.46610942;0.05513885;0.33850522;0.2865845;Longueville;1634
1616;77306;2006;0.4767086;0.35264124;0.55078918;0.46004634;Montereau-sur-le-Jard;582
1654;77347;2006;0.32266977;0.12594481;0.43298583;0.2938668;Les Ormes-sur-Voulzie;859
1696;77392;2006;;0.36876284;0.54292759;;Rouvres;615
1700;77396;2006;;0.08644465;;;Rupéreux;91
1818;77520;2006;0.70322449;0.48154113;0.57126842;0.58534468;Villiers-sous-Grez;763
1823;77525;2006;;0.20554043;0.52059918;;Vinantes;328
1903;78194;2006;;0.65041479;0.71726514;;Dannemarie;244
2042;78536;2006;;0.40764746;0.52921236;;Sailly;370
2107;91047;2006;0.56704703;0.32306891;0.53627738;0.47546444;Baulne;1362
2115;91085;2006;0.5812676;0.41332079;0.58354156;0.52604331;Boissy-sous-Saint-Yon;3631
2198;91374;2006;;0.34701857;0.58115899;;Marolles-en-Beauce;210
2208;91411;2006;0.62859102;0.64019789;0.72359054;0.66412648;Les Molières;1804
2211;91421;2006;0.56114992;0.42265959;0.51510124;0.49963692;Montgeron;23105
2649;77032;1999;0.52786181;0.02152865;0.3910248;0.31347175;Beton-Bazoches;700
2714;77100;1999;0.48724423;0.20816164;0.51517991;0.40352859;Le Châtelet-en-Brie;4529
2977;77373;1999;0.48356137;0.25821469;0.49281086;0.41152897;Pontault-Combault;32956
3258;78334;1999;0.51490751;0.46936433;0.69127373;0.55851519;Lévis-Saint-Nom;1697
3311;78464;1999;0.88302356;0.46228413;0.60539066;0.65023278;Orcemont;827
3569;91634;1999;0.51709654;0.40872665;0.61025321;0.51202547;Vaugrigneuse;1085
3626;93001;1999;0.3885425;0.1035456;0.14183101;0.21130637;Aubervilliers;63130
3676;94021;1999;0.48339614;0.31009331;0.47837438;0.42395461;Chevilly-Larue;18149
3718;95018;1999;0.44757921;0.15704409;0.33735017;0.31399116;Argenteuil;93932
3844;95480;1999;0.42149888;0.37529577;0.58527767;0.46069077;Parmain;5265
3859;95535;1999;0.45703252;0.24912364;0.57076677;0.42564097;Sagy;1127
3863;95554;1999;0.35930844;0.27586661;0.54820991;0.39446165;Saint-Gervais;900
3871;95584;1999;0.47587174;0.38234303;0.64945625;0.50255701;Santeuil;578
40;77021;2013;0.24671684;0.37171408;0.54045218;0.38629437;Barbey;167
224;77212;2013;0.54675236;0.30641349;0.58683671;0.48000085;Gravon;149
277;77266;2013;0.70237549;0.4644956;0.5855432;0.5841381;Machault;771
319;77308;2013;1.0;0.59179765;0.62334944;0.73838237;Montgé-en-Goële;710
374;77368;2013;0.56330752;0.27143842;0.44599032;0.42691208;Poigny;501
469;77465;2013;0.41820922;0.39790469;0.51699908;0.444371;Thoury-Férottes;693
482;77478;2013;0.71585141;0.32070821;0.49511959;0.51055974;Ussy-sur-Marne;1016
631;78265;2013;0.47312094;0.54371114;0.66887165;0.56190124;Garancières;2377
760;78576;2013;0.82314932;0.68624487;0.78809524;0.76582981;Saint-Rémy-l'Honoré;1362
1120;95018;2013;0.56764403;0.36429619;0.33111519;0.42101847;Argenteuil;106817
1223;95388;2013;0.69598061;0.46017009;0.54749411;0.5678816;Menucourt;5339
1333;77014;2006;0.59692171;0.50202651;0.4817545;0.52690091;Avon;14261
1397;77081;2006;0.46286402;0.34401083;0.5457433;0.45087272;Champdeuil;654
1426;77112;2006;0.38867564;0.42521995;0.5661544;0.46001666;Chevrainvilliers;223
1661;77355;2006;;0.2092125;0.4406412;;Paroy;173
1785;77482;2006;0.51304328;0.07407831;0.36724934;0.31812364;Varennes-sur-Seine;3155
1821;77523;2006;0.43625606;0.16752009;0.40699939;0.33692518;Villuis;248
1830;77532;2006;;0.26881716;;;Vulaines-lès-Provins;62
1976;78372;2006;0.66551922;0.73914513;0.68635316;0.69700584;Marly-le-Roi;16655
2055;78567;2006;0.51177013;0.38590331;0.59121971;0.49629772;Saint-Martin-la-Garenne;809
2058;78575;2006;0.62554955;0.75785453;0.74116256;0.70818888;Saint-Rémy-lès-Chevreuse;7858
2081;78644;2006;0.56851541;0.22223045;0.25993834;0.35022807;La Verrière;6057
2083;78647;2006;0.58266156;0.40367678;0.58653214;0.52429016;Vert;771
2112;91079;2006;0.7243612;0.53157598;0.59262136;0.61618618;Boissy-la-Rivière;500
2195;91347;2006;0.50587154;0.48237338;0.64630498;0.54484997;Longpont-sur-Orge;6580
2459;95154;2006;;0.41450484;0.50239766;;Chennevières-lès-Louvres;306
2526;95409;2006;0.35949481;0.42499502;0.58123683;0.45524222;Moisselles;1096
2534;95436;2006;0.49492507;0.4668016;0.59139829;0.51770832;Mours;1410
2847;77238;1999;0.16976239;0.1020266;0.38419549;0.21866149;Jouarre;3423
3013;77410;1999;;0.23433424;0.47332233;;Saint-Germain-Laxis;514
3151;78053;1999;0.64267094;0.44506099;0.65859919;0.58211037;Béhoust;374
3209;78220;1999;0.52349028;0.43764867;0.62375292;0.52829729;Les Essarts-le-Roi;6127
3288;78402;1999;0.52448155;0.19851632;0.50501705;0.40933831;Mézières-sur-Seine;3333
3318;78478;1999;;0.37989869;0.50437958;;Paray-Douaville;162
3355;78569;1999;0.45462947;0.29191403;0.60986776;0.45213709;Sainte-Mesme;863
3462;91225;1999;0.59310086;0.70154871;0.77610589;0.69025182;Étiolles;2544
3473;91272;1999;0.61341165;0.75512987;0.75242023;0.70698725;Gif-sur-Yvette;21352
3486;91326;1999;0.43517162;0.38820616;0.52535368;0.44957715;Juvisy-sur-Orge;11954
3512;91432;1999;0.52226297;0.22359864;0.56157544;0.43581235;Morangis;10611
3567;91630;1999;0.53279811;0.49707513;0.6383333;0.55606885;Le Val-Saint-Germain;1438
3608;92044;1999;0.54771556;0.58943107;0.62930945;0.58881869;Levallois-Perret;54750
3665;93079;1999;0.44198444;0.08457563;0.12962837;0.21872948;Villetaneuse;11354
3831;95429;1999;;0.13293827;0.49114037;;Montreuil-sur-Epte;350
3867;95572;1999;0.43552339;0.16220941;0.32164692;0.3064599;Saint-Ouen-l'Aumône;19653
101;77084;2013;0.84284173;0.41412317;0.55051829;0.6024944;Changis-sur-Marne;1107
223;77211;2013;0.64307768;0.23910264;0.50292765;0.46170266;Grandpuits-Bailly-Carrois;1015
434;77430;2013;0.61629519;0.43532991;0.57795683;0.54319397;Saint-Pathus;5918
527;77528;2013;0.78092889;0.44430352;0.62594786;0.61706009;Voisenon;1010
902;91378;2013;0.75434849;0.59465689;0.66574743;0.67158427;Mauchamps;276
1072;94011;2013;0.63196947;0.29901613;0.32052779;0.41717113;Bonneuil-sur-Marne;16642
1240;95450;2013;0.48094023;0.65440469;0.70096075;0.61210189;Neuville-sur-Oise;2013
1346;77028;2006;0.69336255;0.34516132;0.50076635;0.51309674;Beautheil;680
1414;77099;2006;0.24564993;0.13211623;0.38142579;0.25306398;Château-Landon;3109
1521;77210;2006;0.43983582;0.2332496;0.47067412;0.38125318;La Grande-Paroisse;2497
1641;77332;2006;;0.24992853;0.49954737;;Nantouillet;267
1702;77398;2006;0.53309744;0.23676745;0.39707816;0.38898101;Sablonnières;671
1833;78003;2006;0.50148127;0.39935399;0.52492135;0.4752522;Ablis;3142
1930;78265;2006;0.60793238;0.51546345;0.62177926;0.58172503;Garancières;2331
1953;78321;2006;0.44398854;0.54756156;0.68778672;0.55977894;Jouars-Pontchartrain;5047
2014;78466;2006;0.6169246;0.70755447;0.7698637;0.69811426;Orgeval;5456
2118;91095;2006;0.66112139;0.38072502;0.60329245;0.54837962;Bouray-sur-Juine;1927
2119;91097;2006;0.62864257;0.47896678;0.55203037;0.55321324;Boussy-Saint-Antoine;6653
2171;91247;2006;;0.39018678;0.48383604;;La Forêt-le-Roi;444
2326;92078;2006;0.50463886;0.26847746;0.28725307;0.35345646;Villeneuve-la-Garenne;24568
2528;95424;2006;0.52321818;0.31524063;0.39110936;0.40985606;Montigny-lès-Cormeilles;18935
2533;95430;2006;0.48654434;0.40977762;0.60772633;0.50134943;Montsoult;3492
2585;95633;2006;;0.12577879;;;Vaudherland;92
2748;77135;1999;0.42472949;0.144362;0.42072366;0.32993838;Courpalay;1267
2824;77215;1999;0.49960965;0.17923998;0.45229939;0.37704967;Gretz-Armainvilliers;7609
2867;77258;1999;0.620616;0.34857908;0.33668905;0.43529471;Lognes;14212
2938;77330;1999;0.4439516;0.1985814;0.50339606;0.38197636;Nanteuil-lès-Meaux;5011
2947;77340;1999;0.36788472;0.17897188;0.49020833;0.34568831;Nonville;558
3046;77444;1999;0.32255333;0.1085685;0.36918874;0.26677019;Sancy-lès-Provins;269
3152;78057;1999;0.52582193;0.13653322;0.47591318;0.37942278;Bennecourt;1786
3246;78307;1999;0.69270667;0.43042285;0.61654846;0.57989266;Hermeray;831
3319;78481;1999;0.5224756;0.57738827;0.63931231;0.57972539;Le Pecq;16342
3373;78621;1999;0.40789945;0.0916552;0.19002248;0.22985904;Trappes;28797
3434;91131;1999;0.55262647;0.39999137;0.59245123;0.51502303;Chalou-Moulineux;370
3526;91479;1999;0.49013809;0.15424336;0.52927656;0.39121934;Paray-Vieille-Poste;7195
3532;91511;1999;0.40080092;0.06706446;0.43604897;0.30130478;Pussay;1724
3704;94073;1999;0.560097;0.29881243;0.50922141;0.45604361;Thiais;28242
3707;94076;1999;0.4504098;0.27266681;0.43638348;0.3864867;Villejuif;47414
3889;95656;1999;0.6286032;0.36081881;0.54805219;0.5124914;Vienne-en-Arthies;351
49;77030;2013;0.55112199;0.3644824;0.46265071;0.45941837;Bellot;781
96;77079;2013;0.4937985;0.3072654;0.40484634;0.40197008;Champagne-sur-Seine;6289
157;77142;2013;0.59342172;0.47292522;0.57565723;0.54733472;Crécy-la-Chapelle;4253
254;77243;2013;0.57090806;0.52831232;0.5287648;0.54266173;Lagny-sur-Marne;20718
289;77278;2013;0.45847722;0.48449707;0.54798689;0.49698706;Marolles-en-Brie;397
292;77281;2013;0.56574929;0.4558563;0.58503427;0.53554662;Mauperthuis;497
368;77361;2013;0.50119724;0.47143548;0.56555652;0.51272975;Pierre-Levée;483
609;78209;2013;0.64701823;0.63830938;0.66187491;0.64906751;Émancé;878
620;78238;2013;0.62781809;0.37021994;0.55935481;0.51913095;Flins-sur-Seine;2340
637;78283;2013;0.2376201;0.70228592;0.61261996;0.51750866;Grandchamp;321
716;78470;2013;0.57445148;0.58392815;0.65738298;0.6052542;Orphin;899
931;91495;2013;1.0;0.44779912;0.53206248;0.65995387;Plessis-Saint-Benoist;311
932;91507;2013;0.87568318;0.35787097;0.6142087;0.61592095;Prunay-sur-Essonne;317
977;91654;2013;0.77398085;0.45917595;0.66101998;0.63139226;Videlles;619
983;91666;2013;0.75078607;0.55097214;0.63520936;0.64565586;Villejust;2278
1038;93029;2013;0.55526251;0.25638856;0.28268461;0.36477856;Drancy;68241
